,Brand,Product Name,Price(₹),Availability,Expected Delivery,Return Policy,Exchange,Product Url
0,AmazonBasics,AmazonBasics 564 L Side-by-Side Door Refrigerator (Black Glass Door),"54,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A06883431Y29ZDMX0DB0S&url=%2FAmazonBasics-Frost-Side-Refrigerator-Dispenser%2Fdp%2FB07R9NJCVZ%2Fref%3Dsr_1_1_sspa%3Fcrid%3D1MOS9MN9NX5UF%26keywords%3Drefrigerator%26qid%3D1659372597%26sprefix%3D%252Caps%252C395%26sr%3D8-1-spons%26psc%3D1&qualifier=1659372597&id=2978823883127205&widgetName=sp_atf
1,Godrej,"Godrej 185 L 2 Star Direct Cool Single Door Refrigerator (RD EDGE 200B 23 WRF PL PR, Pearl Purple, Large Vegetable Tray)","12,390",Available," Wed, 3 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A08166142L9WNG96V41AV&url=%2FGodrej-Direct-Single-Refrigerator-Vegetable%2Fdp%2FB0B1JK7RJ4%2Fref%3Dsr_1_2_sspa%3Fcrid%3D1MOS9MN9NX5UF%26keywords%3Drefrigerator%26qid%3D1659372597%26sprefix%3D%252Caps%252C395%26sr%3D8-2-spons%26psc%3D1&qualifier=1659372597&id=2978823883127205&widgetName=sp_atf
2,Samsung,"Samsung 192 L 2 Star Direct Cool Single Door Refrigerator (RR19A241BGS/NL, Grey Silver)","13,190",Available," Wed, 3 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/Samsung-Direct-Refrigerator-RR19A241BGS-NL/dp/B08SC2ZTDP/ref=sr_1_3?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-3
3,LG,"LG 190L 5 Star Direct-Cool Smart Inverter Single Door Refrigerator (GL-D201ASPZ, Scarlet Plumeria, Base stand with drawer)","17,690",Available," Mon, 8 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/LG-Direct-Cool-Inverter-Refrigerator-GL-D201ASPZ/dp/B0999S3MD4/ref=sr_1_omk_4?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-4
4,Samsung,"Samsung 198 L 4 Star Inverter Direct-Cool Single Door Refrigerator (RR21T2H2XCR/HL, Camellia Purple, Base Stand with Drawer)","16,750",Available," Wed, 3 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR21T2H2XCR-HL/dp/B08446154L/ref=sr_1_5?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-5
5,LG,"LG 260L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)","25,290",Available," Wed, 3 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/LG-Inverter-Frost-Free-Refrigerator-GL-I292RPZX/dp/B08X72GY5Q/ref=sr_1_6?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-6
6,Samsung,"Samsung 253 L 3 Star with Inverter Double Door Refrigerator (RT28A3453S8/HL, Elegant Inox)","24,490",Available," Wed, 3 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/Samsung-Inverter-Refrigerator-RT28A3453S8-HL/dp/B08SBSL8Y2/ref=sr_1_7?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-7
7,Samsung,"Samsung 192 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RR20T172YS8/HL, Elegant Inox)","15,190",Available," Wed, 3 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR20T172YS8-HL/dp/B08346JDBY/ref=sr_1_8?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-8
8,Candy,"Candy 170 L 2 Star Direct-Cool Single Door Refrigerator (CDSD522170MS, Moon Silver)","10,790",Available," Mon, 8 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/Candy-Direct-Cool-Single-Refrigerator-CDSD522170MS/dp/B08Z7CTKQG/ref=sr_1_9?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-9
9,Godrej,"Godrej 185 L 2 Star Direct Cool Single Door Refrigerator (RD EDGE 200B 23 WRF PL PR, Pearl Purple, Large Vegetable Tray)","12,390",Available," Wed, 3 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/Godrej-Direct-Single-Refrigerator-Vegetable/dp/B0B1JK7RJ4/ref=sr_1_10?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-10
10,AmazonBasics,AmazonBasics 564 L Side-by-Side Door Refrigerator (Silver Steel Finish),"54,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0376608SEVBILUKH6JV&url=%2FAmazonBasics-Refrigerator-Dispenser-Silver-Finish%2Fdp%2FB07R9NJFYF%2Fref%3Dsr_1_11_sspa%3Fcrid%3D1MOS9MN9NX5UF%26keywords%3Drefrigerator%26qid%3D1659372597%26sprefix%3D%252Caps%252C395%26sr%3D8-11-spons%26psc%3D1&qualifier=1659372597&id=2978823883127205&widgetName=sp_mtf
11,Samsung,"Samsung 230 L 3 Star Inverter Single Door Refrigerator (RR24A2Y2YS8/NL, Elegant Inox)","17,090",Available," Mon, 8 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A012662133KZGV14SFSGB&url=%2FSamsung-Inverter-Refrigerator-RR24A2Y2YS8-NL%2Fdp%2FB08SC26TC4%2Fref%3Dsr_1_12_sspa%3Fcrid%3D1MOS9MN9NX5UF%26keywords%3Drefrigerator%26qid%3D1659372597%26sprefix%3D%252Caps%252C395%26sr%3D8-12-spons%26psc%3D1&qualifier=1659372597&id=2978823883127205&widgetName=sp_mtf
12,LG,"LG 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator (GL-D201ASCY, Scarlet Charm, Base stand with Drawer)","16,690",Available," Mon, 8 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-D201ASCY/dp/B084YC1FHT/ref=sr_1_13?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-13
13,Samsung,"Samsung 345 L 3 Star Digital Inverter Frost Free Double Door Refrigerator (RT37A4513BX/HL, Convertible, Luxe Black)","36,490",Available," Tue, 9 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/Samsung-Refrigerator-RT37A4513BX-HL-Convertible/dp/B097T1PBVF/ref=sr_1_14?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-14
14,Whirlpool,"Whirlpool 190 L 3 Star Direct-Cool Single Door Refrigerator (WDE 205 CLS 3S, Blue)","14,390",Available," Wed, 3 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/Whirlpool-Refrigerator-WDE-205-CLS/dp/B083KVZQ7Z/ref=sr_1_15?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-15
15,Samsung,"Samsung 253L 3 Star Inverter Frost Free Double Door Refrigerator (RT28T3743S8/HL, Elegant Inox, Convertible)","26,290",Available," Wed, 3 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/Samsung-Refrigerator-RT28T3743S8-HL-Convertible/dp/B08346545V/ref=sr_1_16?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-16
16,Samsung,"Samsung 230 L 3 Star Inverter Single Door Refrigerator (RR24A2Y2YS8/NL, Elegant Inox)","17,090",Available," Mon, 8 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/Samsung-Inverter-Refrigerator-RR24A2Y2YS8-NL/dp/B08SC26TC4/ref=sr_1_17?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-17
17,Whirlpool,"Whirlpool 240 L Frost Free Multi-Door Refrigerator (FP 263D PROTTON ROY, German Steel)","27,490",Available," Wed, 3 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/Whirlpool-Refrigerator-263D-PROTTON-ROY/dp/B07NBZ43PH/ref=sr_1_18?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-18
18,Haier,"Haier 53 L 2 Star Direct-Cool Single Door Mini Refrigerator (HR-65KS, Black)",-,Available,-,"10 days, Replacement Only",Not Applicable,https://www.amazon.in/Haier-Direct-Cool-Single-Desktop-HR-65KS/dp/B08LF1Z4S2/ref=sr_1_19?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-19
19,Godrej,"Godrej 99 L 2 Star Inverter Direct Cool Single Door Refrigerator (RD CHAMP 114B 23 EWI MG WN, Magic Wine, Wired Shelves)","11,490",Available," Tue, 9 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/Godrej-Inverter-Direct-Refrigerator-Shelves/dp/B09LCHBJMQ/ref=sr_1_20?crid=1MOS9MN9NX5UF&keywords=refrigerator&qid=1659372597&sprefix=%2Caps%2C395&sr=8-20
20,AmazonBasics,AmazonBasics 468 L Frost Free Side-By-Side Refrigerator,"42,999",Available," Wed, 3 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A02727742CSBQCICMO5T9&url=%2FAmazonBasics-AB2019RF008-Refrigerator-Model-8%2Fdp%2FB07R59VSRG%2Fref%3Dsr_1_21_sspa%3Fcrid%3D1MOS9MN9NX5UF%26keywords%3Drefrigerator%26qid%3D1659372597%26sprefix%3D%252Caps%252C395%26sr%3D8-21-spons%26psc%3D1&qualifier=1659372597&id=2978823883127205&widgetName=sp_btf
21,Samsung,"Samsung 253 L 3 Star with Inverter Double Door Refrigerator (RT28A3453S8/HL, Elegant Inox)","24,490",Available," Wed, 3 Aug, 7:00 am - 9:00 pm","10 days, Replacement Only","Yes, Upto Rs.1,500.00 off",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A01035858O3RXKPC6F32&url=%2FSamsung-Inverter-Refrigerator-RT28A3453S8-HL%2Fdp%2FB08SBSL8Y2%2Fref%3Dsr_1_22_sspa%3Fcrid%3D1MOS9MN9NX5UF%26keywords%3Drefrigerator%26qid%3D1659372597%26sprefix%3D%252Caps%252C395%26sr%3D8-22-spons%26psc%3D1&qualifier=1659372597&id=2978823883127205&widgetName=sp_btf
